Job Title,Company,Location,Salary,Skills,Description
Software Engineer (Frontend),AstraZeneca,MD,$123K - $185K (Employer est.),"CI/CD, SAFe, Management, Node.js, React","Supporting crew engineering lead with defining project goals, timelines and technical direction. Knowledge of state management libraries like Redux.&hellip;
Skills: CI/CD, SAFe, Management, Node.js, React"
Senior Software Engineer - Hotel Operations,Marriott,MD,$99K - $177K (Employer est.),"Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills","You will assume technical ownership of Service Provider deliverables and lead their technical resources to ensure deliverables are of high quality, follow our…&hellip;
Skills: Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills"
Junior Software Engineer,Maritime Applied Physics Corporation dba BlackSea Technologies,MD,$70K - $96K (Employer est.),"Computer science, Microsoft Excel, XML, Writing skills, Database design","Bachelor's degree in Computer Science (or related field), preferred. DDS Experience with Agile or Scrum software development methodologies.&hellip;
Skills: Computer science, Microsoft Excel, XML, Writing skills, Database design"
Senior Software Engineer,YSI,MD,$150K - $170K (Employer est.),"ASP.NET, Oracle, C#, .NET, Java","Bachelor’s degree in business administration, Computer Science, Information Technology, or related field. Excellent analytical and problem-solving skills, with…&hellip;
Skills: ASP.NET, Oracle, C#, .NET, Java"
Web Developer,YSI,MD,$100K - $120K (Employer est.),"Operating systems, Oracle, Web development, Application development, Databases","Top Secret (TS), Sensitive Compartmented Information (SCI) TS/SCI and a Department of Energy (DOE) Top Secret (Q) security clearance.&hellip;
Skills: Operating systems, Oracle, Web development, Application development, Databases"
Software Engineer I,Technology Service Corporation,MD,$90K - $111K (Glassdoor est.),"Visual Studio, Windows, Java, C++, C","Model/component integration into large scale simulation; GUI, analysis tools, and various kinds of automation (build, test, etc.) development and maintenance.&hellip;
Skills: Visual Studio, Windows, Java, C++, C"
Army Software Electrical Engineer,Capstone Research Corporation,MD,$120K - $190K (Employer est.),"Writing skills, Budgeting","Advising, coordinating, scheduling, and remaining abreast of engineering and technical support activities applicable to the Common Controller sub-system…&hellip;
Skills: Writing skills, Budgeting"
AI Cloud Engineer,A P Ventures LLC,MD,$100K (Employer est.),"TensorFlow, Computer science, Management, DevOps, Google Cloud Platform","Bachelor’s degree in computer science or related engineering or technical field. APV is looking for a well-rounded entry level AI Cloud Engineer to develop…&hellip;
Skills: TensorFlow, Computer science, Management, DevOps, Google Cloud Platform"
"AI/ML Software Developer Intermediate (Software Engineering, Senior Analyst)",The MIL Corporation,MD,$90K - $140K (Employer est.),"Windows, DoD experience, OS Kernels, C++, C","Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.&hellip;
Skills: Windows, DoD experience, OS Kernels, C++, C"
Expert CNO Software Developer,ManTech,MD,$84K - $129K (Glassdoor est.),"Jira, TCP, Analysis skills, C++, C","Design and develop new hardware or software based CNO capabilities. As a valued member of our organization, you will play a pivotal role in developing advanced…&hellip;
Skills: Jira, TCP, Analysis skills, C++, C"
Software Engineer Manager *Remote*,Global Connections to Employment,MD,$119K - $141K (Employer est.),"Microsoft Office, Analysis skills, Project management, Mentoring, Contracts","Bachelor's Degree in Computer Science or a related field (may substitute equivalent combination of education and experience).&hellip;
Skills: Microsoft Office, Analysis skills, Project management, Mentoring, Contracts"
Sr. Software Engineer/Architect,The DEI Group,MD,$100K - $130K (Employer est.),"ASP.NET, Computer science, Oracle, Database development, Relational databases","We are seeking an experience Software Engineer to join a growing team of software engineers as well as machinery engineers to help develop/enhance and maintain…&hellip;
Skills: ASP.NET, Computer science, Oracle, Database development, Relational databases"
Software Developer/Engineer (All Levels),Kythera Space Solutions,MD,$85K - $140K (Employer est.),"MATLAB, React, Calculus, Writing skills, Data structures","If you are a creative thinker with outstanding design skills who enjoys collaborative cross-team and customer engagement, join the Kythera team developing next…&hellip;
Skills: MATLAB, React, Calculus, Writing skills, Data structures"
Senior Software Engineer,The U.S. Pharmacopeia (USP),MD,$111K - $144K (Employer est.),"AJAX, Computer science, Oracle, Ant, Node.js","USP has a great opportunity for a Senior Software Engineer who will partner to design, develop and implement robust software solutions to support our eCommerce…&hellip;
Skills: AJAX, Computer science, Oracle, Ant, Node.js"
Full stack Java software engineer,PRECISE SOFTWARE SOLUTIONS INCORPORATED,MD,$80K - $142K (Glassdoor est.),"Jira, CI/CD, Oracle, Management, Gradle","You will be part of an exciting ecosystem, participating with federal employees and other contractors, in a team-based DevOps approach to deliver mission value…&hellip;
Skills: Jira, CI/CD, Oracle, Management, Gradle"
Senior Software Engineer,YSI,MD,$130K - $170K (Employer est.),"ASP.NET, Oracle, C#, .NET, Java","Bachelor’s degree in business administration, Computer Science, Information Technology, or related field. Excellent analytical and problem-solving skills, with…&hellip;
Skills: ASP.NET, Oracle, C#, .NET, Java"
Junior Software Engineer - Java Automation,Neural Solutions,MD,$135K - $150K (Employer est.),"Software deployment, System design, Test automation, MongoDB, Java","3 years of experience with a bachelors degree in a technical discipline or 4 additional years in place of a bachelors degree.&hellip;
Skills: Software deployment, System design, Test automation, MongoDB, Java"
Software Engineer,"Augustine Consulting, Inc.",MD,$82K - $181K (Employer est.),"TCP, Writing skills, Git, Java, C++","Perform engineering and scientific work involving the design, development, and operation of man portable computer systems, including hardware and software and…&hellip;
Skills: TCP, Writing skills, Git, Java, C++"
Lead CNO Software Developer,ManTech,MD,$93K - $133K (Glassdoor est.),"Jira, TCP, Analysis skills, C++, C","Design and develop new hardware or software based CNO capabilities. Free snacks and monthly social events. Independently contribute to the designing, developing…&hellip;
Skills: Jira, TCP, Analysis skills, C++, C"
Software Assurance/Formal Methods Developer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $230K (Employer est.),"Rust, Writing skills, Encryption, Java, Analysis skills","Master’s/Ph.D. in computer science, computer engineering, electrical engineering, or a related field. Experience with static analysis and/or formal methods…&hellip;
Skills: Rust, Writing skills, Encryption, Java, Analysis skills"
Software Development Manager,YSI,MD,$130K - $170K (Employer est.),"ASP.NET, Oracle, C#, .NET, Java","Bachelor’s degree in business administration, Computer Science, Information Technology, or related field. Excellent analytical and problem-solving skills, with…&hellip;
Skills: ASP.NET, Oracle, C#, .NET, Java"
Senior Software Engineer - TS/SCI Fullscope Polygraph,CHR Consultants,MD,$150K - $185K (Employer est.),"Cloud infrastructure, Azure, Rust, Kubernetes, Google Cloud Platform","A bachelor’s degree in a relevant field is preferred, but four (4) additional years of software engineering experience may be substituted in lieu of a degree.&hellip;
Skills: Cloud infrastructure, Azure, Rust, Kubernetes, Google Cloud Platform"
Senior Back-End Software Engineer,Mimir Security Inc.,MD,$120K - $150K (Employer est.),"Jira, Computer science, React, Kubernetes, Relational databases","*Education*: Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent experience).&hellip;
Skills: Jira, Computer science, React, Kubernetes, Relational databases"
Software Engineer,Sabre Systems Inc.,Patuxent River Naval Air Station,$102K - $139K (Glassdoor est.),"Jira, Computer science, CSS, Bamboo, Ansible","Apply knowledge of computer science concepts and techniques, mathematics, and methods of statistical analysis to develop and apply automated solutions to…&hellip;
Skills: Jira, Computer science, CSS, Bamboo, Ansible"
"Software Engineer - Columbia, Maryland",In-Depth Engineering Corporation,MD,$85K - $105K (Employer est.),"Computer science, Writing skills, Java, C++, Linux","Utilize modern software development tools in an agile environment to design, develop, integrate, and test software solutions for the Aegis Display Subsystem.&hellip;
Skills: Computer science, Writing skills, Java, C++, Linux"
Sr Principal Software Engineer,Northrop Grumman,MD,$131K - $197K (Employer est.),"CI/CD, Software troubleshooting, Bamboo, DevOps, Git","Bachelor’s degree in computer science, information systems or a related technical degree plus and/or equivalent 8 years’ experience. Meade, MD or Annapolis, MD.&hellip;
Skills: CI/CD, Software troubleshooting, Bamboo, DevOps, Git"
"Cloud Software Engineer, Senior Associate",Peraton,MD,$86K - $138K (Employer est.),"Jira, Management, Git, Java, Docker","A bachelor's degree in Computer Science or related technical field, and a total of two (2) years of software engineering experience is required.&hellip;
Skills: Jira, Management, Git, Java, Docker"
Junior Oracle E-Business Suite (EBS) Developer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $230K (Employer est.),"Performance tuning, Oracle, XML, Customer service, Oracle EBS","As a key member of our team, you’ll use your technical expertise to develop innovative solutions that enhance customer experience, improve user interactions,…&hellip;
Skills: Performance tuning, Oracle, XML, Customer service, Oracle EBS"
Sr. Release Manager with active TS/SCI Poly,Leidos,MD,$126K - $228K (Employer est.),"SAFe, Configuration management, Distributed systems, Software development, Agile","Must have a Bachelor's degree in Computer Science, Engineering, Mathematics, or a related science or technical-oriented field, and at least 12 years of relevant…&hellip;
Skills: SAFe, Configuration management, Distributed systems, Software development, Agile"
"Software Integration Engineer, Electromagnetics Systems",Johns Hopkins Applied Physics Laboratory (APL),MD,$85K - $180K (Employer est.),"CI/CD, Computer science, MATLAB, Signal processing, Writing skills","Experience in converting mathematical theory into computational models, engineering analysis tools, or software prototypes.&hellip;
Skills: CI/CD, Computer science, MATLAB, Signal processing, Writing skills"
